,Author,Text
1176,RealZachKraus,"Chadwick sits crisscross applesauce next to Gideon. ""Despair won't bring her back bud. Just like it won't reconcile me with my love, or bring me home. We both fight for what's right and I believe that Hyroneus will guide us to victory and restore your family's honor. Faith is strongest when it's tested."""
1177,Graehamkracker,"Having said his piece, Bendron lies down looking at the sky"
1178,Nightwing32193,"Gideon sits up, ""Why in the world do you only where one armoured glove?! I just noticed when u punched me in the nose."""
1179,RealZachKraus,"""ha. It's stupid, everyone needs a quirk though,"" he adds, metaly."
1180,Nightwing32193,"Gideon shakes his head and scooches  closer, ""You were saying?"" "
1181,RealZachKraus,"Chadwick looks down at his unarmored left hand. ""To you, at least.."""
1182,Nightwing32193,"""Long story short, I might be betrothed to cleric of Eloh...."" his voice trails off as he mumbles the last few syllables."
1183,RealZachKraus,"Chadwick, caught mid-sip, starts coughing and sputtering. After a fee awkward moments, he catches his breath. ""Sorry, might be?"""
1184,Nightwing32193,"The barbarian' s tone softens, ""She saved my life. One thing led to another and now I wear her necklace. Funny old world innit?"""
1185,Dragodar,"Demryon peers at the necklace with interest. ""Ahh, our Moedri cousins revere Ehlonna. A quaint religion, but in my opinion too preoccupied with things of this world. Ehlonna has little need for philosophy or contemplation of ideals. The law of nature is more concerned with the empirical than the metaphysical, and the goddess of fertility is more interested in the carnal than the spiritual."""
1186,RealZachKraus,"Chadwick screws his face up, ignoring the elf, ""She know where you are?"""
1187,Nightwing32193,"Gideon also ignores the elf and smiles, ""I've kept it to myself, haven't told anyone. And to answer your questions...no."" his tone hardens with the last sentance."
1188,Dragodar,"""What about you, Ben? Any long lost lovers you've not told us about?"" Demryon asks with a smile. He pauses, as though suddenly realizing the implication of his question, and adds in a more tactful tone: ""Matter of fact, I've never asked you about it before, but... I imagine it's rather lonely waking up after your long nap and, well... not knowing anybody. Wanna talk about it?"""
1189,RealZachKraus,"Chadwicks tone softens inversely to Gideon's, ""She know what happened to your family?"""
1190,Graehamkracker,"After a moment, Bendron stirs. ""I am not yet sure if I'm lonely or not. I did anticipate this happening, but it is still far from the ideal circumstances for <i>endurbyggja"""
1191,Dragodar,"""Wait, what happened to your family?"" Demnryon asks Gideon. Turning back to Bendron, ""<i>Endurbyggja? I never did well in my studies of the Thandi tongue, and I'm not sure how much crossover there is with Yundri so I don't know that it would help me much anyway."""
1192,Graehamkracker,"""Probably closest to <i>rebuilding or <i> resurgence."""
1193,Nightwing32193,"Gideon looks at Chad and rolls his eye as if to say, <i>Let's leave these weirdos and go talk somewhere else."
1194,Dragodar,"The group beds down and sleeps soundly through the night, taking shifts at watch. The next day, they rise early, well rested and eager to begin.It is 6:00 AM on Friday, Iru 12th."
1195,Graehamkracker,Bendron wakes up and starts the morning with some stretching before running his halberd through a series of maneuvers.
1196,Nightwing32193,"Gideon is snoring. Not loudly and obnoxiously, but loud enough it's slightly endearing."
1197,Dragodar,"When the party awakes, Uamm is already up and meticulously polishing his sword with a clean white rag. The blade glints in the morning sun as he carefully inspects it.It is still early enough that the morning dew clings to grass, clothes, and packs. A cool breeze flutters across the plain as birds chirp merrily in the distance. The now foreboding sight of Farindahl looms on the horizon, tiny in the distance.""Good morning,"" Uamm says, noticing the group as they rise. ""How did you sleep?"""
1198,Nightwing32193,"Gideon opens one eye wearily, ""Don't you non humans need sleep or whatever?"" he mumbles, almost incoherently."
1199,Dragodar,"Demryon laughs. ""I'll let you in on a secret... we do sleep. We just keep it secret to keep up appearances. Shh!""Uamm smiles and mutters under his breath, ""Yeah, Demryon sleeps because he's a búsaoire, but that doesn't go for all of us...""""What?"" Demryon snaps.""No, nothing,"" Uamm responds with a start. He finds an invisible smudge on his blade and concentrates very hard on it as he polishes vigorously with his rag."
1200,Graehamkracker,"Placeholder. This will be updated with events from 8/11.Skirting around the city for about 8 hours, Gideon covering the tracks and camp as we go.Infiltrate using a stolen supply cartPlanning to pay for passage for 3 and 2 more closer to town, and ambush if things go south. Demryon and Gideon hide in the bushesThe cart was full of mercenaries - Demryon sighted them and went to alert Gideon, and Chad failed to negotiate with the driver. Eventually Bendron signals the attack, and arrow slay one of the mercenariesAfter a few misses and minor hits, Uamm decapitates one of the mercenaries3 rush at the archers, and one meets an arrow from DemryonThe others rush to the front of the cart at Uamm, but fail to land a blow.Gideon drops his bow and pulls out the greatsword, cleaving one of his foes in half.Bendron takes another hit, then upends a mercenary and smashes his face with the halberd as he lands on the ground.Uamm stabs two mercenaries in a stacatto and they both fallThe two who charged the ambushers miss Demryon but hit Gideon in the side. Gideon returns the favor by killing him. Demryon drops the other with a third arrowChadwick slays another mercenary, and Bendron clips the other as he runs to the north. Bendron catches up the cart and jumps inside, then tells the driver it would be better to stop. He complies.Uamm and Chad chase the fleeing man, who falls to a far flying arrow from Demryon. Chad cheers.Chad squeezes the driver's thigh and tries to sweet talk him to get some information.The orcs and driver's people were enemies, but now allies of necessity due to the 'Great Blight' in thier homeland.Blight began a couple years ago, with a year of plenty. Women bore children much faster. Growth continued to speed up, as plants took over the land and resources; things grew and aged quickly, plagues of verminDead rose from graves, etcMan claims that they had to take the city to survive - this upsets Bendron, who throws him from the cart. Gideon laughs uncontrollably. ""Taking is not just surviving."" Man runs off south.The party decides to disguise themselves with the mercenaries' garb after laying them to rest. Chad takes the reigns, and drives the party to the city.Nearing the gates (5/6 pm) Chad sees a checkpoint manned by several orcs (nearly a dozen) with plenty more in the streets. There are a few other mercenaries inside the city.An orc reaches to Chad and asks for papers - a quick search by the back of the cart produces some paper and hands them to Chad. The orc is satisfied, and routinely looks into the back of the cart before waving the cart on.The party makes their way into the town, eventually hunkering down in the deserted shantytowns.The plan going forward: Demryon lets his friends know that we're making a break in two days, and to be ready for a firebombing of the tavern district.The party will then try to sneak some of the northern workers into the wagon, and take them to help free those at the southern camp.Demryon NEEDS TO GET NUMBERS OF PEOPLE"
1201,Nightwing32193,"""What's our weapon inventory look like? Once we free the elves We'll have to arm them some how."""
1202,Graehamkracker,"""I have a handaxe and some throwing axes I have little use for."""
1203,Nightwing32193,"""I have a bow, some arrows, a short sword and a dagger. We shoulda taken some of the merc's weapons after we slaughtered them."""
1204,RealZachKraus,"Chadwick, clearly exasperated at his absolutely piss poor performance over the last couple hours, almost as if he was under the spell of an extremely incompetent wizard, addresses Demryon abruptly, ""I don't suppose that during your recon you discovered an armory or guard tower we can raid?"""
1205,Dragodar,"""When I was doing my recon, I noticed they were using the university buildings as extra lodging, so there may be munitions there as well."""
1206,Nightwing32193,"""Seems like it may be an unnecessary risk. I think the less attention we draw to ourselves the better."""
1207,Graehamkracker,"""How guarded were those stashes?"""
1208,Dragodar,"""The garrisons are about as heavily guarded as it gets. The guard towers are better, but still not great. The university buildings could go either way. The campus was pretty crowded so I wasn't able to do much scouting inside the buildings. They could be empty, could be housing a whole platoon. Tough to tell."""
1209,Nightwing32193,"""Less Intel is more of a reason to stay away from there as well as the more heavily populated areas."""
1210,Dragodar,"As the group converses about strategy, the sounds of voices and footsteps echo up from the street below. The party is on the second floor of an abandoned three story tenement building. The wood floors are old and creaky, and there is no glass in most of the windows. A few of the rooms contain broken or worn down furniture but the building is mostly empty. There is one main staircase that connects all three floors with a roomy spiral design.The party is currently in a room at the end of the hall on the second floor. For now, the sounds on the street do not seem to be entering the building."
1211,RealZachKraus,"Chadwick crouches by one of the windows and ties to peeks out, staying hidden."
1212,Dragodar,"Chad's Hide Check: (1d20-2)6Chad's Spot Check:(1d20-1)13Chadwick clambers over to the window and sticks his head out. Despite his lack of sneakiness, the figures on the street are not looking around and do not see him. Below him, five orcs amble leisurely down the road, chatting with one another in orcish. All five are males -- teenagers or young adults -- and they laugh and snarl as they converse rowdily. They do not carry weapons and are not wearing armor, and appear to be relatively harmless. They continue another fifty or sixty feet down the road and then pause, still speaking with each other. A few of them start picking up rocks and throwing them at the building next to the one in which the party hides. The stones intermittently clatter off the wooden walls for a few moments, and then there is a crash as one of them shatters a window. A small cheer arises from a couple of the orcs as they continue to chat aimlessly. After several moments they continue down the road, turning a corner and passing out of sight and out of earshot."
1213,Nightwing32193,"""This Seems like a true colonization. I don't know about the rest of you but I will have no problem slaughtering not just the orcish men, but the women and children too."""
1214,Graehamkracker,"Bendron sits back for a moment, brow furrowing further in thought. ""Things are much more complicated here than we had anticipated. If some of the complicit impede our goals, then so be it."""
1215,Nightwing32193,"Gideon looks at the dwarf, clearly confused, ""I thought we were talking about orcs.."""
1216,Graehamkracker,"""There are conquerers and those that fled alongside them, orcs and men in both. Not all are to blame for the citys current state."""
1217,Nightwing32193,"""True. But all conquerors can , if not should, be ready to be conquered. And by being conquerors in the first place, they know very well the price of also being the conquered. We will show no mercy to any in our path."""
1218,Graehamkracker,"""You are not subject to <i>Yundrilög, and so I cannot hold you to it. But know that the end of that attempt at <i>philosophy is exactly what these conquerers did - take something they had no right to, because they wanted it and could justify it's taking in their own minds"""
1219,Nightwing32193,"""I've conquered other tribes at the head of the Ul Vadr horde. It was always for strength and unity. My father built an empire spanning the entire peninsula. He ruled them justly and they were happy. This is different though."""
1220,Dragodar,"""And how is that?"" Uamm asks curiously, chiming in for the first time."
1221,Nightwing32193,"Gideon pauses as if something just dawned on him, ""Holy shît. Is that how that works?"""
1222,Dragodar,"""Umm... Can you rephrase the question...?"" Demryon asks, slightly confused."
1223,Nightwing32193,"Gideon sits a moment before clarifying, ""Whenever we'd conquer another tribe on the southern peninsula and add them to the Ul Vadr Kingdom, I always assumed that they were happy to be taken into our fold. We offered the tribes unity, strength, and security. I never thought for a second that there was anything else to it."""
1224,Graehamkracker,"Bendron let's out a laugh. ""You'll make a leader of yourself yet."
1225,Nightwing32193,"Gideon furrows his brow, smiles slightly, and nods but stays silent."
1226,RealZachKraus,"""At any rate, that only means anything when you're dealing with people. Just like I'd have no problem slaughtering a family of pigs for food, any orc I come across can expect the same indifference."" Chadwick shrugs."
1227,RealZachKraus,"After a pause, he laughs, ""Wouldn't try eating one though."""
1228,Nightwing32193,"Gideon chuckles, ""A bit gamey I'd warrant."""
1229,Dragodar,"Demryon frowns slightly. ""I can't tell if you're joking or not...""Uamm makes a face of distaste and walks over to the window, standing beside it and peering carefully out."
1230,RealZachKraus,"Chadwick tries to adopt a stern tone, ""No no I'm definitely serious, do NOT try an eat an orc."""
1231,Dragodar,"Demryon disregards Chad's joke and asks, ""Do you really not think that they are people? An evil culture, yes, and certainly our enemies, but animals?"""
1232,RealZachKraus,"Chadwick's faux sternness turns legitimate, ""if you'd seen some of the things I've seen.. you wouldn't be asking that question.."""
1233,Dragodar,"Demryon nods, and looks at the floor, deep in thought.Uamm quietly chimes in from his post at the window, still looking down at the street below. ""I've seen humans do terrible things, my friend. Things that your god would surely condemn with prejudice. Are they animals as well?"""
1234,Nightwing32193,"""I wish I could disagree with you. Battle pushes men to do some truly barbaric things."" Gideon says, looking at Chad, as if awaiting a response that he couldn't quite piece together himself."
1235,RealZachKraus,"Chadwick rolls his eyes, ""Sure bud, we all fall, but that's the difference, isn't it? We can recognize it."""
1236,Dragodar,"""So are the Muors evil because of their actions, or because they are orcs?"" Uamm asks."
1237,RealZachKraus,"Chadwick shrugs again, ""They do evil things. Is it because they're evil, they're rabid animals, they're possessed... Almost not worth thinkin' about."""
1238,Dragodar,"""Not worth thinking about? So their women and children are worth killing because this question is  not worth thinking about?"" Uamm stares incredulously at the paladin, ignoring the street completely as he stares, slack jawed, at the armored knight, as though seeing him for a first time. A look of revulsion and horror slowly creeps over his features.""I am almost afraid to ask this, but... Have you killed orc women and children before?"""
1239,RealZachKraus,"Chadwick answers immediately, ""I haven't. They weren't 'colonizing' back then."""
1240,Dragodar,"""But you wouldn't hesitate to do it now that they are?"" Demryon asks. Uamm closes his eyes and breathes a sigh of relief at Chadwick's answer and goes back to watching the street."
1241,RealZachKraus,"Chadwick sets his jaw. ""And you guys,"" he adds offhand, his expression softening."
1242,Dragodar,"Uamm turns to Chad, a kinder look on his face. ""You have a noble heart, Chadwick, and I am honored to be included in your pledge of protection. But I do not foresee a situation in which killing innocents will be necessary to protect us."" he says gently, smiling at the paladin sympathetically.Demryon silently nods in agreement."
1243,Nightwing32193,"Gideon shoots Chadwick a quizzical, slightly confused look. Bordering on concern."
1244,Graehamkracker,"After sitting back and observing for a while, Bendron poses a question: ""Are these foreign orcs any different than the orcs on this continent?"""
1245,Dragodar,"Uamm responds to Bendron. ""Orcs have not been native to Aezelon since I was a very young boy. Several centuries ago, the last of them were forced to sail north, when humans conquered Hynnica and drove them out."""
1246,Graehamkracker,"""Fine then - are these foreign orcs any different than the orcs that used to be on this continent?"""
1247,RealZachKraus,"Chadwick swears under his breath, ""'Forced out,' fückin bleeding heart over here."""
1248,Nightwing32193,"Gideon remains silent, listening to the conversation unfold."
1249,Dragodar,"""How would you have worded it?"" Demryon asks Chadwick.Uamm addresses Bendron. ""The Muors are radically different from the previous Agorish orcs of Aezelon. The Agors were a primitive people with shamanic traditions, devoted mainly to Taperia and Noregan, though some tribes worshiped Ehlonna or Katas Jarístys. They lived in very small clans and did not build great cities or edifices. They were an undeveloped civilization, if you could even call them a civilization, who depended more on hunting and gathering than on agriculture.""The old elf stops and takes a swig from his canteen. ""The Muors are far more advanced. They have constructed sprawling cities across the continent of Nodomar, and are very scientifically advanced, perhaps moreso than many kingdoms of Aezelon. They have -- or had at one point, if we are to believe this story about the blight -- massive and complex farmlands with advanced irrigation systems and harvesting methods.""Uamm pauses to think for a moment and stares out the window. ""The Muors' religion may actually be the most interesting thing about them. They worship both Metsa Vitôra and Katas Jarístys, holding Vitôra's patronage of dark magic and Jarístys' patronage of the moon to be the highest forces in nature and the noblest pursuits of the enlightened. I don't really understand the actual tenets of their religion; they claim to want peace but proclaim that peace can only be achieved by wiping out all non believers by the sword.""""But still, I think it wrong to judge the individual based solely on the people from whence they hail, especially women and children..."""
1250,RealZachKraus,"""Look bud, you want our help or not?"""
1251,Dragodar,"Demryon raises his eyebrows. ""Only asking a question. You don't have to answer if you don't want to. Of course I want your help."""
1252,RealZachKraus,"""Let's focus then. Umam, how the streets look?"""
1253,Dragodar,"""Empty,"" Uamm responds, still standing with his back to the wall beside the window and peeking out cautiously. ""Quiet."""
1254,Nightwing32193,"""If this all goes according to plan, it'll be easy in, easy out. There won't even be any civilians to deal with. So we shouldn't worry."""
1255,Graehamkracker,"""Nothing left to do than to hunker down and wait for our window to move."" Bendron says, running a hand along the head of his halberd before returning it to it's place on his back."
1256,Dragodar,"Soon, the purple of sunset is replaced by the deep blue of dusk, which quickly fades into the milky black of night. As the stars of the southern sky twinkle overhead, the military-run city falls silent. The distant buzz of the cicadas can still be heard from the plains, but little noise arises from the city itself. The natural rowdiness of carousing orcs seems uncharacteristically absent, likely due to the strict martial governance of the city.Every half hour or so, a pair of orc soldiers pass along the street below, conducting a cursory patrol. Beyond this, the shantytown neighborhood remains devoid of activity.It is about 10:00 PM on Friday, Iru 12th."
1257,Nightwing32193,"""Feels like someone kicked your collective dogs."""
1258,Graehamkracker,"""We seem to have gotten ourselves into more trouble than we expected, with no clear path forward besides arson and hope."""
1259,Nightwing32193,"Gideon shakes his head at the dwarf, ""You got a better idea Ben? 'Cuz I'm all ears. With that being said, I think any idea may be a better idead."""
1260,Graehamkracker,"Bendron starts to wonder aloud. ""There's no common folk that we could rally... The strongholds are too protected to attack directly... There's a large armed presence through the city.... But they seem very I'll diciplined. We can exploit that - some sort of <i>uppreisn. We hit and run at some poorly defended, important points. A gatehouse as the guards lull off, a stockpile left open too long. Leave hints of a larger coming group - poorly encoded notes, scraps of missives that point to an assault at the gate we softened up. When they expect the attack to happen, the forces should mass in that area. Away from the prisons."
1261,Nightwing32193,"""So youre talkin' sneak instead of burn huh? Shît Ben, you're a genius. That just might work."""
1262,Graehamkracker,"""There's definitely some burning and breaking in there too. Don't want to stray too far from what we're good at."""
1263,Nightwing32193,"Gideon laughs, but not as loudly as he'd like, and nods, ""Right you are."""
1264,Graehamkracker,"""Do we know of any targets we could hit today? Any gates that seem less guarded?"""
1265,Dragodar,"A few nominal guards to turn away sneak thieves and petty crooks, but nothing suited to prevent a raid. The crops are a similar story, though they are precariously close to the garrisons, which are outfitted to withstand armageddon. Most residential areas see little to no real military presence either. Any of those may be good starting points. But the garrisons, the barracks, the guard towers, the arms and munition stores, and the officer residences are all tightly patrolled."
1266,Nightwing32193,"""Sounds like everything that doesn't need protecting is heavily protected. And everything that needs protecting is, well, unprotected. Gotta love the Orcish way of thinking."""
1267,RealZachKraus,"Chadwick sighs, ""You mean all the things we need to hit, are protected..."""
1268,Dragodar,"Keep in mind were only in the city because of a particularly lazy gatekeeper. They probably do not expect to need protection for crops and foodstuffs. We are within city walls, Uamm adds, in response to Gideon."
1269,Graehamkracker,"'We could start with the stockpiles or crops, and then hit whatever gatehouse seems softest when their focus shifts. Do you elves think you could put together a paper trail to make them believe that an army is planning an attack from the south?"""
1270,Dragodar,"Uamm smiles. ""That sort of thing is your specialty, isn't it, Lord Demryon?""Demryon frowns slightly, deep in thought, as he absently strokes his chin. ""Yes, I think we can handle it,"" he responds after a few moments.(1d20-1)11(1d20-1)8(1d20+2)16With a violent start, you are alarmed to see a massive horned owl sitting on the window sill. You did not hear it approach or land in the slightest.Demryon and Uamm sit down on the floor next to one another and begin to converse in low murmurs."
1271,Nightwing32193,"Gideon stares at it for a second before speaking, ""It's not spying on us is it?"""
1272,Dragodar,"Demryon spins around rapidly, a wide grin forming on his face. ULHARC! Youre back! He exclaims, beaming.The ranger leaps to his feet and crosses the room in a single bound, reaching out his hand. The massive bird hops nimbly onto his wrist. It is over two feet tall and its feathers are  a patchwork of dark brown and white. Demryon gently strokes its head as it nuzzles his hand affectionately."
1273,Nightwing32193,"Gideon shakes his head in amazement, ""That's awesome."" he says quietly."
1274,Dragodar,"Gents, meet my most loyal companion, Ulharc. Anyone who says dog is mans best friend has never owned a great horned owl, Demryon says with a chuckle.The elf reaches into his pocket and retrieves a small tidbit of some sort, which he offers to the owl, who snaps it up gratefully. After swallowing the treat, the giant bird looks Demryon in the eyes unblinkingly and holds its left leg out to him, displaying impressive balance as it stands on its right with its wings outspread.Ah, whats this? Demryon says. With the owl still perched on his left arm, Demryon uses his right hand to untie the small roll of parchment tied to the birds outstretched leg.The elf makes a short kissing noise with his lips and the owl hops dutifully off his arm, gliding silently to the floor. As Demryon unrolls the small piece of parchment, Ulharc hops around the room, poking his beak around and investigating his new environment.It seems our Moedri friends have finally responded to our call for aid.As Demryon reads the note, his smile fades into a frown of consternation. He slowly begins to read it out loud.""Lord Demryon,We have received word of your plight and our Council has deliberated thoroughly on the matter. After having lost so many Moedri warriors to the Muorish campaign in Audaria, many of our Elders were loath to send more of our young men to their deaths. However, because of the gravity of the situation, and the severity with which it will affect all the peoples of Aezelon if left unchecked, we are prepared to dispatch a body of 2000 Moedri warriors, including 1000 infantry, 500 cavalry, 300 archers, and 200 pikemen. The files are being led by Consul Neurinn and Praetors Aywim and Soriss.I say ""prepared to"" because it is conditional on the kingdom of Lorn sending an equal number. Because of your estimate of 5000 Muorish swords within the city of Farindahl, we are unable to assume the risk of being so severely outnumbered and therefore cannot dispatch our soldiers until we receive word in good faith that Lorn has done the same.We  are currently in discussion with Lorn regarding the dispatch of these reinforcements. We wish you and your people the best of fortune. Stay strong, hold out. Help will soon be on the way.With the sincerest of regards, Marwyn Hiufether, First Elder of the Moedri Council and High Seat of the Sylvanel Laurels"""
1275,Graehamkracker,"""Well, no need to change our plans then. What do we want to hit today?"""
1276,RealZachKraus,"Chadwick shrugs, ""Well we should probably continue with our plan. I don't foresee Lorn sending reinforcements to a war they don't believe exists."""
1277,Graehamkracker,"""Why don't we go scope out some targets and some other hiding spots, then figure out what we want to do?"""
1278,Dragodar,"As the party plans their move, a sprinkling of rain begins to fall outside. Only a few drops at first, it soon becomes a steady drizzle. The muffled whisper of the shower dampens all other noise and imparts an insular feeling to the lonely upstairs chamber in the desolate shantytown of the city.The five companions huddle together as they discuss their course of action. The small, empty room feels like a comfortable little pocket of safety within the hostile city, a mouse's tunnel tucked away in an abandoned corner of a house full of hungry cats.The rainclouds in the sky completely block the moon and stars, making it entirely dark inside the room. The adventurers are not even able to see each other's faces. The only sounds are the rainfall, the hushed whispers of the group, and the soft clicking of Ulharc's talons as he hops around the wooden floor looking for insects.It is midnight between Friday, Iru 12th and Saturday, Iru 13th."
1279,Nightwing32193,"""What do you think? Should we start causing mayhem first? Or do we assess more targets?"""
1280,Graehamkracker,"""May as well make some use of this lovely weather - the darnkess and rain should hide our mischief until the morning."""
1281,Nightwing32193,"""Yeah I agree, travel light I would assume. No sense in carrying that entire entire ax on a pole around while we're trying to be sneaky."""
1282,Graehamkracker,"""Might as well just leave the bumbling brute at home too."""
1283,Nightwing32193,"Gideon looks over at Chad and grins, ""I couldn't agree more Ben."""
1284,RealZachKraus,"Chad chuckles, ""Alright fine, I'll stick behind. Thought we passed a bar on the way in..."""
1285,Dragodar,"As the companions bandy words in preparation for their forray, a muted sound can be heard from the street below and the faint glow of a torch can be seen through the window. Uamm tip toes to the window and peers out. ""Orcs,"" he whispers quietly.Looking out the window, the party can see a troop of about half a dozen orcs in the street below. Half of them are holding torches, and all of them are armed to the teeth. The squad seems to be going from door to door, entering and searching the empty buildings on the street. Their modus operandi appears to be to have four orcs enter the buildings, leaving two outside to keep guard.They are still a few doors down, and each building takes them several minutes.It is just after midnight, early in the morning of Saturday, Iru 13th."
1286,Nightwing32193,"Gideon looks around at his companions,""Fight or flight boys? No time like the present to cause some disruption."""
1287,BeefyChickens,"""Seems the opportunity has presented itself. This is where the fun begins."" Demryon says, hushed, as he pulls his bows string to his cheek."
1288,RealZachKraus,"Chadwick winks at Gideon ""Whatta you think?"""
1289,Nightwing32193,"Gideon readies his short sword and dagger, ""We doin' this hush hush? Or do we want to make a scene?"""
1290,RealZachKraus,"Chadwick hits him the low bones. ""Let's get our d!cks down there and hit em."""
1291,Nightwing32193,"Gideon looks around the room at the rest of them, ""Sounds like a fûcking plan to me."" with that, he moves quietly down to the floor below and hides himself as best he can among the abandoned shack, armed with his short sword and dagger."
1292,Dragodar,"The orcs exit the building across the street and make their way to the building immediately adjacent to the one which the companions are occupying. Within minutes, they will be at your doorstep."
1293,RealZachKraus,"Chadwick points at the group, and then at the stairwell. Without saying anything (because the time for words has long past) he starts heading down the stairs, two at a time. He makes it down the stairs and posts up on the opposite side of the groud floor door from Gideon. Unable to contain his his excitement, he lets out a quiet giggle."
1294,Dragodar,"As Chadwick moves down the stairs, Bendron and Gideon follow him and post up next to the door once they reach the first floor. Uamm and Demryon bring up the rear, staying silent as they creep toward the entrance of the building.The party can hear the remaining orcs outside speaking to one another in Orcish. They seem as yet unaware of the party's presence within the building."
1295,Nightwing32193,"Gideon looks at his brother, born of battle. A slight smile crosses his face as he sees Chad's excitement,""Send em home."" he whispers, with an outstretched fist."
1296,RealZachKraus,"Chadwick's grin somehow adds a tinge of extra light to the darkened hallway, ""The lord'll sort 'em."" He lowers his unarmored left fist down to the level of his waist, lightly dusting Gideon's outstretched fist without even looking."
1297,Dragodar,"As the party waits in the shadows with bated breath, the two orc lookouts continue conversing outside while their companions inspect the building next door. ""They're doing a routine check,"" Uamm whispers. ""I heard something about 'the captain making us do such a useless job even though it's the middle of the night and raining' or something like that."""
1298,Graehamkracker,"Bendron loosens his halberd, readying it for the opening door. He whispers back: ""Doesn't matter. End them, leave a false trail, and find somewhere else to hit tonight before we hide elsewhere."""
1299,Nightwing32193,"Gideon nods, but stays silent, focusing on the impending battle."
1300,Dragodar,"The group waits, weapons drawn, for the orcs to enter. The sound of several orcs joining the conversation outside can be heard as the four investigators exit the building next door. The discussion continues for but a moment before the handle of the door jiggles and turns. There is a moment of silence as everyone holds their breath.The door swings open and four burly orcs in full armor come into view. Two of them are holding torches; all of them have their weapons drawn. As the first orc to enter looks up and sees the waiting warriors, a look of surprise crosses his face. His surprised expression quickly turns to an angry scowl, but before he can shout a warning to his companions, the waiting party acts.Take your actions as you please."
1301,RealZachKraus,Chadwick yells out an extremely offensive phrase as he swings his great axe at the lead orc's neck.he rolls a DAMN 17 if that doesn't cut the mf's head off then I quit 
1302,Nightwing32193,Gideon stabs both of his weapons into the fleshiest part of the nearest orc. Attack:  roll1d20+8/rollDamage: roll1d6+4/roll Attack:  roll1d20+8/rollDamage:  roll1d4+4/roll 
1303,BeefyChickens,"Demryon releases his fingers from the bows the string, unleashing a deadly strike."
1304,Graehamkracker,"As the others attack, Bendron sets his feet and charges through the doorway, barrelling into the first orc still on their feet.Stance = punishing, -2ac +1d6 dmgCharging minoraur: Bull Rush (Str Check): (1d20+8)21Damage if successful: (3d6+4)14Will knock back 5 ft, can do 5 more for each 5 my street check &gt; theirs."
1305,Dragodar,"Greataxe Attack: (1d20+6)17Greataxe Damage: (1d12+3)11Shortsword Attack: (1d20+6)16Shortsword Damage: (1d6+4)7Dagger Attack: (1d20+6)9Dagger Damage: (1d4+4)13Longbow Attack: (1d20+10)14Longbow Damage: (1d8+1)7Chadwick swings his greataxe into the orc's chest, neatly opening his armor and embedding the thick blade in his chest. The cry of warning on his lips falters as Gideon shortsword pierces his neck, drawing a satisfying spurt of warm blood from his jugular. Demryon's arrow barely misses and whistles away into the night. The first orc in line gurgles and falls to his knees, clapping a hand to his neck and collapsing onto the ground. The sound of his choking and sputtering continues as the other orcs let out cries of anger and press forward. He is incapacitated but somehow still clinging to life.As the remaining orcs move into the gap created by the feeling of their comrade, Bendron charges forward and with a mighty shove, knocks the front orc back into his companions. As the dwarf slams into the lead orc, he smashes the unfortunate soldier in the jaw. A loud crunch can be heard as the orc likely bites his own tongue clean off. He lets out a wail of agony and stumbles backward, tripping over his fallen companion and falling into the orcs behind him as he spits blood everywhere.Chadwick: (1d20+2)11Gideon: (1d20+3)19Demryon: (1d20+9)23Bendron: (1d20+2)8Uamm: (1d20+7)14Orc1: (1d20+3)17Orc2: (1d20+3)7Orc3: (1d20+3)12Orc4: (1d20+3)16Orc5: (1d20+3)5"
1306,Dragodar,<u>Round 1Orc2</li></ol>
1307,BeefyChickens,Demryon quickly notches two arrows. He fires both almost simultaneously at the nearest of their burly foes.Attack: roll0Damage: roll1
1308,Dragodar,"Demryon, staying stationary, releases two arrows in quick succession at the nearest orc, taking advantage of his position and the orcs' confusion to release a deadly barrage into their midst.<i>+9 RAB+1 magicAttack 1: (1d20+10)27 (CRIT)<i>Rampage Brawler +1d6Damage 1: (3d8+3)17 (1d6)4<i>+9 RAB+1 magicAttack 1: (1d20+10)16 Damage 1: (1d8+1)6The first arrow sails through the air and embeds itself neatly in the eye of one of the orcs behind the one who was knocked prone by Bendron, dropping him immediately and silently to the ground. The second arrow strikes the final orc in the chest and he cries out in pain.At this point, anyone near the door can see that the two lookout orcs have taken off and are sprinting down the street. They are already nearly fifty feet away, heading toward the heart of the city.<u>Round 1<strike>Orc6</strike></li></ul>"
1309,Nightwing32193,"Gideon silently curses, but focuses on the task at hand. Taking advantage of the confusion, he grabs the nearest orc, puts him in a headlock and slits his throat.(1d20+8)16Damage: (1d6+4)8Attack: roll1d20+8/rollDamage: roll1d4+4/roll"
1310,Dragodar,"Gideon manages to grab the last orc standing and drag his blade across his neck, killing him instantly. Three dead orcs and one piteous, gurgling orc lie in the doorway. The lookouts are currently running down the street and shouting loudly.Uamm, standing in the back and so far inert, calls out, ""Better catch them before we're found out!""<u>Round 1<strike>Orc6</strike></li></ul>"
1311,RealZachKraus,"Chadwick takes off running after the two lookout orcs. He screams behind him, ""They're gonna alert the city, you cöcks! Let's go boys.."""
1312,Dragodar,"The orcs have just enough of a headstart that Chadwick trails a few steps behind them. It's raining much harder now, and the steady roar of the downpour mostly drowns out their shouts. Soon, however, they will alert the city."
